movie_id,average_rating,num_votes
tt0020052,5.7,49
tt0020056,5.4,64
tt0020057,3.6,19
tt0020059,5.7,72
tt0020062,6.8,1356
tt0020063,4.4,18
tt0020070,6.9,18
tt0020072,6.3,195
tt0020074,6.7,167
tt0020078,6.6,563
tt0020080,6.8,991
tt0020082,6.4,82
tt0020088,5.7,180
tt0020092,6.6,1024
tt0020103,6.0,683
tt0020109,5.3,180
tt0020112,6.9,2918
tt0020113,6.4,18
tt0020121,7.3,129
tt0020122,7.6,1689
tt0020124,6.8,67
tt0020126,5.5,641
tt0020134,7.0,180
tt0020135,5.2,104
tt0020136,6.8,60
tt0020138,6.2,67
tt0020140,7.1,87
tt0020142,6.2,3637
tt0020143,6.1,1311
tt0020163,7.2,3952
tt0020165,7.3,115
tt0020172,4.8,17
tt0020187,5.6,22
tt0020193,7.4,353
tt0020197,6.0,500
tt0020198,6.2,977
tt0020205,6.4,52
tt0020206,5.3,23
tt0020210,5.6,646
tt0020217,5.6,311
tt0020218,5.3,142
tt0020223,6.6,1058
tt0020227,6.4,113
tt0020228,6.8,206
tt0020230,7.3,994
tt0020234,5.5,81
tt0020238,5.8,439
tt0020241,5.0,24
tt0020247,6.2,1053
tt0020253,6.8,477
tt0020256,6.9,26
tt0020257,5.8,19
tt0020258,5.4,173
tt0020263,7.3,73
tt0020269,7.1,2075
tt0020272,4.5,24
tt0020278,5.6,214
tt0020285,4.4,37
tt0020286,6.5,1140
tt0020293,6.7,336
tt0020297,6.3,16
tt0020298,7.1,3550
tt0020308,6.3,21
tt0020315,6.2,24
tt0020323,7.1,37
tt0020324,5.1,68
tt0020328,6.1,18
tt0020332,6.0,802
tt0020335,7.2,692
tt0020336,5.9,300
tt0020337,7.3,15
tt0020344,7.0,156
tt0020357,6.5,42
tt0020358,6.0,452
tt0020359,5.1,307
tt0020364,5.7,356
tt0020371,6.5,148
tt0020388,6.1,505
tt0020390,4.8,15
tt0020402,6.1,335
tt0020403,5.8,531
tt0020404,5.6,151
tt0020405,6.9,301
tt0020410,6.7,753
tt0020421,3.6,59
tt0020423,7.1,21
tt0020425,5.4,317
tt0020427,6.9,155
tt0020430,4.6,25
tt0020436,5.5,57
tt0020438,4.9,91
tt0020439,6.2,753
tt0020442,6.9,2792
tt0020444,6.9,58
tt0020449,2.9,30
tt0020450,6.8,106
tt0020451,7.2,1857
tt0020456,6.8,59
tt0020458,6.2,546
tt0020460,7.1,30
tt0020461,5.4,244
tt0020466,6.5,509
tt0020471,7.2,59
tt0020475,7.8,5171
tt0020476,4.3,53
tt0020479,6.3,713
tt0020481,5.3,171
tt0020488,5.9,884
