movie_id,average_rating,num_votes
tt0093278,4.8,12851
tt0093284,6.4,957
tt0093286,4.9,2503
tt0093287,4.8,79
tt0093290,6.6,369
tt0093291,7.1,467
tt0093293,6.6,228
tt0093295,7.2,1836
tt0093296,4.4,723
tt0093299,5.4,75
tt0093300,3.1,53507
tt0093304,7.2,3787
tt0093305,6.3,777
tt0093306,6.2,889
tt0093308,5.4,133
tt0093309,6.3,238
tt0093312,8.1,1576
tt0093314,7.3,10
tt0093315,3.8,955
tt0093318,4.5,297
tt0093319,4.6,15
tt0093323,5.3,160
tt0093325,4.3,39
tt0093327,4.8,37
tt0093328,6.3,58
tt0093334,4.9,553
tt0093335,4.5,240
tt0093336,7.1,1225
tt0093338,6.3,328
tt0093340,4.6,229
tt0093341,7.0,342
tt0093342,8.1,22798
tt0093345,4.4,202
tt0093346,4.9,1127
tt0093347,5.3,1405
tt0093348,7.0,219
tt0093349,5.5,1742
tt0093351,3.8,784
tt0093358,5.8,38
tt0093361,5.8,69
tt0093365,6.1,15
tt0093367,6.1,565
tt0093368,7.8,161
tt0093371,6.9,2497
tt0093373,6.4,57
tt0093374,6.4,58
tt0093378,7.0,39463
tt0093379,5.7,1188
tt0093381,5.1,88
tt0093383,6.7,213
tt0093385,5.8,81
tt0093389,7.7,119446
tt0093393,6.4,1628
tt0093400,7.4,23
tt0093403,6.3,363
tt0093405,2.2,8912
tt0093407,6.4,23741
tt0093409,7.6,295634
tt0093412,7.1,15408
tt0093413,3.6,25
tt0093415,5.6,3573
tt0093416,6.8,2232
tt0093418,5.3,6923
tt0093419,5.8,519
tt0093421,5.8,136
tt0093422,6.7,920
tt0093424,5.2,1067
tt0093426,7.5,2751
tt0093427,8.6,1239
tt0093428,6.7,114596
tt0093430,7.2,111
tt0093431,7.0,1452
tt0093435,7.1,8821
tt0093437,7.2,177245
tt0093438,5.6,93
tt0093441,4.4,130
tt0093442,5.8,80
tt0093443,4.9,842
tt0093446,6.2,104
tt0093447,5.8,170
tt0093450,7.5,24
tt0093451,6.4,79
tt0093452,4.3,338
tt0093453,7.1,725
tt0093456,3.8,663
tt0093457,6.0,284
tt0093460,6.1,300
tt0093466,7.3,449
tt0093467,6.3,3992
tt0093468,5.5,3003
tt0093470,6.9,104
tt0093473,6.0,146
tt0093475,6.7,172
tt0093476,5.6,3837
tt0093477,5.6,3391
tt0093480,3.7,16
tt0093481,5.6,299
tt0093483,5.8,4024
tt0093489,5.8,3561
tt0093491,4.1,554
tt0093493,6.0,39660
tt0093497,7.1,513
tt0093502,7.3,2479
tt0093504,4.8,359
tt0093505,6.8,2005
tt0093506,4.4,369
tt0093507,5.4,48464
tt0093509,7.9,10451
tt0093512,7.6,26983
tt0093516,3.5,2755
tt0093517,5.1,84
tt0093522,6.1,546
tt0093523,6.3,215
tt0093524,6.7,1500
tt0093525,4.6,293
tt0093539,5.1,632
tt0093541,3.5,126
tt0093543,6.3,6531
tt0093545,6.9,115
tt0093546,5.7,2370
tt0093549,4.7,112
tt0093554,5.7,74
tt0093558,5.9,317
tt0093560,6.9,39237
tt0093562,6.8,2285
tt0093563,3.6,530
tt0093565,7.2,78857
tt0093567,5.6,1197
tt0093569,5.8,548
tt0093571,6.4,119
tt0093578,7.7,20121
tt0093582,3.9,2593
tt0093589,4.7,1868
tt0093591,5.1,138
tt0093592,5.3,23
tt0093593,7.1,6237
tt0093596,5.5,4789
tt0093597,6.1,116
tt0093599,6.9,359
tt0093603,8.6,27815
tt0093604,5.0,147
tt0093605,6.9,49584
tt0093607,7.9,449
tt0093608,4.8,12215
tt0093611,6.6,95
tt0093614,4.2,334
tt0093617,5.5,609
tt0093620,5.3,56
tt0093621,5.0,359
tt0093624,6.1,21730
tt0093626,4.3,1530
tt0093628,5.0,2234
tt0093629,6.7,99741
tt0093630,5.3,152
tt0093633,7.0,1355
tt0093637,3.8,189
tt0093638,6.1,6133
tt0093639,4.8,277
tt0093640,7.1,55285
tt0093641,6.3,199
tt0093645,5.7,578
tt0093648,6.6,3222
tt0093650,5.8,426
tt0093651,6.7,223
tt0093654,5.8,566
tt0093655,6.0,578
tt0093658,4.9,854
tt0093660,6.7,8046
tt0093663,2.7,286
tt0093664,7.3,3813
tt0093668,7.1,5968
tt0093670,5.1,202
tt0093671,4.4,436
tt0093674,6.6,199
tt0093676,4.2,791
tt0093677,6.9,21721
tt0093683,6.5,1009
tt0093686,7.0,155
tt0093687,6.7,97
tt0093690,6.2,9180
tt0093692,5.9,65103
tt0093693,6.9,76563
tt0093700,4.2,154
tt0093701,4.4,122
tt0093702,4.1,386
tt0093707,6.8,13
tt0093709,6.4,878
tt0093711,4.2,46
tt0093712,7.0,225
tt0093713,7.7,12657
tt0093714,4.5,629
tt0093720,7.9,329
tt0093726,5.4,34
tt0093727,6.3,2034
tt0093729,5.3,87
tt0093731,3.7,1439
tt0093733,7.5,655
tt0093735,5.9,90
tt0093737,5.4,8308
tt0093740,5.2,86
tt0093743,6.2,852
tt0093744,5.9,4965
tt0093748,7.6,180537
tt0093752,6.2,238
tt0093754,8.0,5412
tt0093756,5.0,48620
tt0093763,5.9,475
tt0093765,6.2,736
tt0093769,6.5,391
tt0093771,6.3,6360
tt0093772,7.3,233
tt0093773,7.8,500089
tt0093775,2.8,346
tt0093776,7.1,6957
tt0093777,6.6,55448
tt0093778,3.4,238
tt0093779,8.0,485828
tt0093780,6.3,12786
tt0093784,5.6,210
tt0093786,7.1,385
tt0093788,7.0,37
tt0093789,4.5,297
tt0093790,4.0,625
tt0093791,7.1,1223
tt0093793,6.2,13483
tt0093800,5.6,1606
tt0093801,6.1,25
tt0093804,5.1,105
tt0093805,6.1,17
tt0093809,4.5,146
tt0093814,6.3,63
tt0093818,7.4,38805
tt0093820,5.5,1116
tt0093821,4.2,465
tt0093822,7.3,160628
tt0093828,5.9,5366
tt0093831,5.5,546
tt0093838,6.9,29
tt0093839,5.8,22
tt0093840,5.8,1244
tt0093843,5.6,1376
tt0093844,7.1,191
tt0093845,7.0,509
tt0093847,5.6,93
tt0093854,4.5,4233
tt0093855,4.3,5590
tt0093857,5.1,16310
tt0093861,4.8,130
tt0093863,4.7,196
tt0093864,4.7,956
tt0093869,5.0,596
tt0093870,7.6,308389
tt0093872,2.4,2353
tt0093873,3.9,2252
tt0093876,5.6,938
tt0093881,5.9,2088
tt0093886,6.6,49997
tt0093891,5.3,785
tt0093892,5.3,109
tt0093893,5.8,84
tt0093894,6.6,190727
tt0093895,5.0,238
tt0093896,7.0,1136
tt0093898,5.5,1796
tt0093908,4.2,250
tt0093910,4.3,458
tt0093911,5.3,47
tt0093912,5.5,279
tt0093913,6.6,1631
tt0093918,7.0,80
tt0093919,4.5,279
tt0093922,6.0,177
tt0093930,6.8,17
tt0093934,6.4,147
tt0093936,6.5,39402
tt0093940,6.5,11052
tt0093944,7.0,952
tt0093949,6.3,2748
tt0093952,6.9,876
tt0093955,6.3,107
tt0093956,5.2,43
tt0093957,7.0,466
tt0093958,6.0,18
tt0093962,6.5,111
tt0093964,6.7,1692
tt0093965,6.7,104
tt0093966,5.4,5875
tt0093968,7.1,589
tt0093969,5.5,2594
tt0093970,8.0,2968
tt0093974,3.9,10519
tt0093978,7.3,12597
tt0093980,5.5,1555
tt0093982,5.4,25
tt0093983,4.4,581
tt0093986,5.2,2001
tt0093987,4.1,198
tt0093989,6.3,23
tt0093990,5.3,3390
tt0093991,4.4,3017
tt0093993,5.8,649
tt0093995,5.3,6734
tt0093996,4.7,8649
tt0093999,6.5,1153
tt0094000,6.3,48
tt0094002,6.0,838
tt0094006,7.0,37534
tt0094007,5.9,464
tt0094008,6.1,13193
tt0094009,6.1,41
tt0094011,6.7,4099
tt0094012,7.1,226769
tt0094015,4.3,856
tt0094016,4.4,40
tt0094020,5.6,1163
tt0094021,4.8,1662
tt0094023,6.4,133
tt0094025,6.7,30322
tt0094027,7.3,23842
tt0094031,7.1,279
tt0094033,5.1,5988
tt0094034,4.9,909
tt0094035,6.7,20771
tt0094037,4.3,1786
tt0094038,5.4,214
tt0094039,6.5,91
tt0094048,5.6,3013
tt0094050,5.2,527
tt0094054,6.0,79
tt0094056,6.4,4601
tt0094057,5.9,13015
tt0094059,5.1,1304
tt0094060,4.7,228
tt0094061,4.9,2048
tt0094062,3.7,220
tt0094065,5.2,145
tt0094068,4.7,499
tt0094070,5.4,1089
tt0094071,4.8,506
tt0094072,6.6,24021
tt0094074,3.8,58382
tt0094077,3.8,6477
tt0094078,5.4,1378
tt0094082,6.6,13000
tt0094086,6.3,281
tt0094087,3.9,352
tt0094089,7.6,2560
tt0094095,2.8,10
tt0094096,6.2,11
tt0094097,7.3,1187
tt0094099,7.8,21
tt0094100,6.3,672
tt0094101,4.6,385
tt0094103,3.0,266
tt0094118,3.5,13233
tt0094122,4.5,1548
tt0094123,4.6,299
tt0094124,4.9,407
tt0094125,4.4,441
tt0094126,6.1,238
tt0094131,4.7,576
tt0094132,5.8,118
tt0094133,4.1,75
tt0094137,6.1,61543
tt0094138,7.1,14390
tt0094140,5.4,1306
tt0094142,6.3,44154
tt0094145,6.5,55
tt0094146,6.6,799
tt0094147,5.8,61
tt0094148,5.4,706
tt0094150,6.0,221
tt0094152,4.3,1320
tt0094155,6.6,10650
tt0094156,7.3,92
tt0094158,5.7,16
tt0094160,5.6,164
tt0094162,5.1,183
tt0094167,4.3,791
tt0094169,5.0,2154
tt0094170,5.6,32
tt0094173,6.8,43
tt0094176,6.9,390
tt0094183,6.4,290
tt0094184,5.8,48
tt0094187,5.2,157
tt0094188,4.4,699
tt0094198,4.3,75
tt0094205,6.1,46
tt0094208,5.8,867
tt0094210,7.1,847
tt0094215,4.8,449
tt0094222,6.0,104
tt0094223,5.5,60
tt0094226,7.8,353880
tt0094233,5.4,1073
tt0094236,5.8,114
tt0094237,4.0,483
tt0094241,5.7,168
tt0094242,7.7,1502
tt0094243,5.5,34
tt0094250,5.8,164
tt0094254,4.9,55
tt0094265,5.8,220
tt0094269,7.4,489
tt0094271,2.9,1209
tt0094274,3.7,334
tt0094280,6.0,358
tt0094282,5.6,14
tt0094284,4.2,158
tt0094286,6.3,238
tt0094288,4.8,1709
tt0094289,5.6,46
tt0094291,7.3,174501
tt0094293,5.9,6893
tt0094294,3.7,331
tt0094297,6.2,83
tt0094298,3.4,1409
tt0094299,5.5,185
tt0094304,6.1,1002
tt0094307,7.3,16
tt0094315,7.1,5769
tt0094317,6.4,3528
tt0094318,6.2,6428
tt0094320,6.1,3346
tt0094321,4.9,11974
tt0094323,4.5,267
tt0094325,5.3,839
tt0094327,5.1,2284
tt0094328,5.3,167
tt0094329,7.6,189
tt0094331,6.8,3716
tt0094332,6.6,84122
tt0094336,7.5,52044
tt0094342,5.7,34
tt0094343,7.2,63
tt0094344,6.5,101
tt0094345,7.4,231
tt0094346,4.9,18
tt0094347,7.3,2417
tt0094349,6.9,3008
tt0094350,5.6,175
tt0094351,6.3,1231
tt0094352,5.7,21
tt0094353,5.9,82
tt0094354,5.7,77
tt0094356,6.4,815
tt0094357,7.2,12681
tt0094358,6.3,57
tt0094361,4.1,1101
tt0094369,7.7,1060
tt0094370,6.9,520
tt0094371,7.4,809
tt0094373,6.3,31
tt0094374,7.1,2504
tt0094375,6.5,1538
tt0094376,5.6,341
tt0094377,6.7,14
tt0094382,6.7,433
tt0094383,4.3,1625
tt0094384,3.1,640
tt0094387,6.6,356
tt0094388,5.7,56
tt0094392,5.2,8
tt0094395,4.0,700
tt0094405,6.5,929
tt0094587,5.9,107
tt0094590,8.1,2287
tt0094591,4.4,787
tt0094593,5.8,5497
tt0094594,5.8,4213
tt0094595,6.7,353
tt0094596,6.0,1655
tt0094597,5.1,6705
tt0094598,7.1,86
tt0094599,4.7,382
tt0094602,6.0,37074
tt0094606,6.7,18496
tt0094608,7.1,43026
tt0094612,5.6,13666
tt0094618,4.4,204
tt0094620,4.3,3144
tt0094621,7.7,1547
tt0094622,6.5,61
tt0094623,5.8,37
tt0094624,6.5,170
tt0094625,8.0,226461
tt0094627,5.3,3457
tt0094631,6.3,17716
tt0094632,3.9,661
tt0094637,5.7,324
tt0094639,5.5,84
tt0094641,7.4,4611
tt0094642,5.8,5282
tt0094643,4.4,271
tt0094644,4.3,233
tt0094645,4.8,408
tt0094648,5.9,29
tt0094651,6.6,11109
tt0094656,4.9,1054
tt0094658,3.8,152
tt0094663,7.2,16216
tt0094665,7.0,8
tt0094667,6.8,4462
tt0094669,6.1,7850
tt0094671,5.0,905
tt0094675,7.4,9750
tt0094676,4.5,304
tt0094678,4.7,7146
tt0094681,7.2,2509
tt0094682,7.2,92
tt0094683,7.6,3489
tt0094693,4.2,272
tt0094694,6.0,975
tt0094695,6.3,522
tt0094701,5.7,4724
tt0094703,5.4,79
tt0094709,6.8,1296
tt0094711,6.8,116
tt0094712,6.5,10650
tt0094713,6.7,3087
tt0094714,4.5,368
tt0094715,7.0,30942
tt0094716,7.3,11666
tt0094717,5.4,239
tt0094720,5.3,232
tt0094721,7.4,417896
tt0094731,6.4,7843
tt0094734,4.1,867
tt0094737,7.3,260079
tt0094739,6.4,16884
tt0094743,8.0,983
tt0094744,5.2,10855
tt0094745,7.5,368
tt0094746,6.7,17529
tt0094747,7.1,14363
tt0094750,3.9,9069
tt0094752,5.2,3063
tt0094758,6.6,69
tt0094759,5.2,310
tt0094760,8.3,152
tt0094761,6.7,49154
tt0094762,5.1,537
tt0094764,6.3,8291
tt0094765,4.6,1915
tt0094768,5.3,652
tt0094769,4.3,247
tt0094774,6.7,210
tt0094783,6.1,2688
tt0094786,5.8,228
tt0094787,5.8,364
tt0094792,4.9,8122
tt0094793,6.5,14765
tt0094794,5.2,4132
tt0094795,4.3,79
tt0094797,6.8,80
tt0094799,5.7,9728
tt0094807,6.6,71
tt0094809,5.3,74
tt0094812,7.0,64072
tt0094813,4.9,1552
tt0094816,6.5,569
tt0094817,7.0,77
tt0094819,5.9,4762
tt0094820,3.5,334
tt0094824,3.8,17283
tt0094827,5.3,1196
tt0094828,7.3,7961
tt0094834,4.7,3831
tt0094835,4.0,416
tt0094839,6.9,727
tt0094841,6.5,343
tt0094843,4.1,667
tt0094845,6.2,41
tt0094846,5.1,4570
tt0094849,6.8,1850
tt0094850,5.1,3746
tt0094852,5.9,263
tt0094853,7.1,18
tt0094854,6.3,551
tt0094856,6.4,63
tt0094857,6.2,303
tt0094858,5.7,106
tt0094860,6.2,10230
tt0094862,6.7,131793
tt0094868,7.3,5091
tt0094869,6.6,2635
tt0094871,5.6,1017
tt0094872,6.1,1006
tt0094874,4.8,20
tt0094875,5.6,90
tt0094878,6.0,27
tt0094882,6.1,2727
tt0094883,5.9,221
tt0094884,6.7,7840
tt0094886,5.4,5605
tt0094888,6.9,9177
tt0094889,6.0,98206
tt0094890,5.4,18240
tt0094893,5.4,61
tt0094894,6.7,33431
tt0094895,4.4,40
tt0094896,4.9,347
tt0094897,7.0,1133
tt0094898,7.1,239881
tt0094899,4.8,514
tt0094900,5.2,273
tt0094905,6.6,70
tt0094907,5.5,613
tt0094909,5.1,278
tt0094910,5.8,6173
tt0094911,5.4,41
tt0094913,7.4,237
tt0094914,6.6,119
tt0094918,4.5,969
tt0094919,5.6,18379
tt0094920,4.4,113
tt0094921,7.0,6112
tt0094923,6.1,1336
tt0094924,6.9,12065
tt0094926,4.8,124
tt0094929,4.9,1780
tt0094931,3.8,275
tt0094932,4.8,657
tt0094933,6.1,11611
tt0094935,6.7,608
tt0094936,5.8,27
tt0094939,7.0,2945
tt0094942,5.2,712
tt0094946,3.8,631
tt0094947,7.5,79901
tt0094950,3.4,323
tt0094954,6.4,110
tt0094957,4.6,597
tt0094958,6.4,722
tt0094959,7.2,1293
tt0094961,6.1,10353
tt0094962,5.0,3651
tt0094963,6.3,52329
tt0094964,7.2,58867
tt0094969,4.9,584
tt0094979,5.9,1465
tt0094980,7.2,4874
tt0094981,4.8,183
tt0094993,6.4,132
tt0094997,4.7,2369
tt0094998,4.7,970
tt0095002,3.6,244
tt0095005,4.8,1233
tt0095006,4.8,71
tt0095011,5.8,107
tt0095012,7.0,3521
tt0095016,8.2,1029024
tt0095021,7.4,49
tt0095031,7.4,86126
tt0095036,5.8,926
tt0095037,7.4,5706
tt0095040,6.9,1180
tt0095043,3.8,326
tt0095050,7.0,3438
tt0095052,5.6,128
tt0095055,7.4,868
tt0095060,4.9,1455
tt0095063,5.6,1758
tt0095064,5.2,526
tt0095066,6.2,301
tt0095067,4.8,578
tt0095071,6.8,313
tt0095072,5.8,32
tt0095082,7.2,24027
tt0095088,6.6,24177
tt0095094,3.2,1066
tt0095098,5.4,625
tt0095102,7.6,11
tt0095107,5.8,14368
tt0095111,7.8,1334
tt0095119,6.2,3641
tt0095120,4.8,1676
tt0095122,4.5,221
tt0095123,4.5,31
tt0095124,6.9,192
tt0095125,5.8,2115
tt0095126,4.9,675
tt0095134,6.2,2219
tt0095135,4.9,814
tt0095138,4.9,78
tt0095140,3.6,399
tt0095145,5.6,3822
tt0095148,6.8,19
tt0095149,7.0,107
tt0095150,5.4,208
tt0095152,5.9,21
tt0095159,7.5,165416
tt0095162,5.8,273
tt0095163,6.5,170
tt0095169,6.0,5535
tt0095173,3.7,490
tt0095174,6.8,61632
tt0095175,4.2,457
tt0095177,5.1,682
tt0095178,5.0,2463
tt0095179,5.2,47513
tt0095182,6.3,911
tt0095184,5.5,333
tt0095186,5.6,1114
tt0095188,6.2,26739
tt0095189,4.5,921
tt0095190,7.5,17
tt0095194,3.4,399
tt0095195,5.8,94
tt0095196,5.3,59
tt0095198,4.7,802
tt0095200,4.4,19
tt0095210,6.6,236
tt0095212,4.1,92
tt0095214,6.0,13
tt0095215,5.3,2045
tt0095216,6.0,92
tt0095221,6.2,105
tt0095222,3.7,1549
tt0095236,6.1,235
tt0095238,5.7,1932
tt0095239,6.7,206
tt0095241,3.5,2627
tt0095243,7.0,31262
tt0095244,7.4,2994
tt0095250,7.5,58721
tt0095253,6.6,57004
tt0095255,5.1,322
tt0095256,4.4,1551
tt0095262,7.2,2587
tt0095264,6.3,311
tt0095265,7.3,9
tt0095270,7.0,25305
tt0095271,5.8,64525
tt0095272,7.2,108
tt0095274,6.5,2686
tt0095275,6.1,558
tt0095277,5.9,43
tt0095278,4.6,478
tt0095279,6.9,119
tt0095280,5.7,654
tt0095285,4.7,174
tt0095286,5.4,2019
tt0095288,5.7,1666
tt0095289,6.1,439
tt0095290,5.7,68
tt0095291,5.6,51
tt0095292,6.8,14
tt0095294,6.4,60795
tt0095296,5.3,5086
tt0095298,5.9,373
tt0095299,5.2,2350
tt0095300,4.9,190
tt0095302,7.4,6296
tt0095303,5.3,523
tt0095304,5.8,12141
tt0095305,7.1,1061
tt0095307,5.9,51
tt0095310,6.7,216
tt0095311,5.6,765
tt0095312,5.4,4545
tt0095313,4.1,704
tt0095316,5.8,3129
tt0095318,8.2,105
tt0095319,4.6,402
tt0095322,5.2,265
tt0095325,4.7,113
tt0095326,4.5,3886
tt0095327,8.5,384137
tt0095329,6.3,86
tt0095332,4.6,912
tt0095333,6.2,3195
tt0095335,4.2,12
tt0095336,5.9,205
tt0095337,6.6,977
tt0095341,7.6,1774
tt0095342,3.8,162
tt0095345,4.2,105
tt0095346,6.4,931
tt0095348,6.6,16406
tt0095350,4.3,1469
tt0095354,6.1,647
tt0095357,4.3,1351
tt0095360,7.8,5422
tt0095362,6.3,1067
tt0095363,3.5,191
tt0095372,4.4,437
tt0095377,4.1,152
tt0095379,6.1,13389
tt0095380,5.8,14
tt0095381,4.8,702
tt0095382,3.9,5740
tt0095384,5.4,1060
tt0095385,5.5,1111
tt0095386,6.9,3077
tt0095389,5.8,4982
tt0095394,7.1,202
tt0095396,7.1,1017
tt0095397,5.4,23
tt0095398,6.1,59
tt0095400,4.8,387
tt0095402,5.5,110
tt0095403,7.0,25102
tt0095404,5.6,276
tt0095405,5.5,94
tt0095406,6.8,309
tt0095409,4.6,8041
tt0095415,5.8,965
tt0095417,5.5,302
tt0095418,3.0,38
tt0095419,6.1,327
tt0095421,5.5,433
tt0095422,6.1,99
tt0095427,6.0,35
tt0095428,5.5,1489
tt0095429,5.4,88
tt0095431,6.5,88
tt0095433,7.1,469
tt0095439,6.6,106
tt0095440,4.7,278
tt0095441,7.8,2867
tt0095444,6.2,52402
tt0095448,7.6,564
tt0095450,6.9,412
tt0095452,7.3,3663
tt0095454,5.4,2162
tt0095456,5.4,878
tt0095463,6.8,271
tt0095467,8.1,28150
tt0095468,7.9,24257
tt0095469,6.3,54
tt0095471,7.3,396
tt0095472,6.3,304
tt0095473,6.2,1162
tt0095475,7.6,7654
tt0095483,5.5,2275
tt0095484,6.6,9088
tt0095488,6.1,17830
tt0095489,7.4,107096
tt0095491,6.9,2381
tt0095492,5.3,153
tt0095493,4.3,127
tt0095496,5.1,1537
tt0095497,7.5,68103
tt0095503,4.1,160
tt0095511,7.0,1922
tt0095512,7.7,1320
tt0095513,7.1,2457
tt0095515,7.7,2594
tt0095519,6.4,24461
tt0095520,5.8,142
tt0095525,6.9,6347
tt0095527,6.7,244
tt0095530,7.1,1354
tt0095532,5.9,6400
tt0095533,6.3,210
tt0095535,6.2,14
tt0095539,4.4,458
tt0095541,7.0,19
tt0095542,5.9,1219
tt0095543,6.2,193
tt0095545,6.8,723
tt0095547,3.8,143
tt0095556,4.7,528
tt0095560,3.4,15714
tt0095561,7.4,38
tt0095562,6.6,509
tt0095563,6.0,161
tt0095564,6.6,1765
tt0095565,5.4,558
tt0095567,7.0,694
tt0095568,6.0,91
tt0095572,6.2,42
tt0095574,6.9,2345
tt0095576,5.2,27
tt0095582,5.0,186
tt0095583,6.0,23377
tt0095584,6.8,88
tt0095585,4.0,49
tt0095587,6.8,299
tt0095593,6.3,21644
tt0095597,6.7,786
tt0095598,5.9,184
tt0095599,6.1,5299
tt0095602,4.3,334
tt0095606,7.2,1121
tt0095608,5.3,941
tt0095611,4.1,1512
tt0095613,5.7,1402
tt0095615,5.7,51
tt0095616,5.2,374
tt0095617,5.5,236
tt0095618,5.4,27
tt0095626,5.5,3870
tt0095629,4.7,700
tt0095630,3.1,286
tt0095631,7.5,103641
tt0095633,6.7,380
tt0095637,6.0,59
tt0095638,6.8,7350
tt0095640,5.7,1692
tt0095643,6.3,442
tt0095646,6.1,480
tt0095647,7.8,127693
tt0095649,6.6,2216
tt0095651,6.0,215
tt0095652,6.2,14654
tt0095654,6.0,7072
tt0095655,6.1,19798
tt0095657,8.8,4592
tt0095658,6.8,150
tt0095659,4.8,472
tt0095662,6.1,6927
tt0095665,5.9,1733
tt0095675,7.5,50546
tt0095676,6.4,68
tt0095677,5.4,387
tt0095684,6.0,4805
tt0095687,5.4,29291
tt0095690,6.4,37230
tt0095700,7.2,16
tt0095705,7.6,221943
tt0095706,6.3,111
tt0095709,6.6,4316
tt0095710,5.5,1023
tt0095715,7.4,15151
tt0095716,4.5,1193
tt0095718,6.1,224
tt0095719,5.3,3566
tt0095721,5.4,263
tt0095722,4.6,2399
tt0095726,5.7,680
tt0095728,6.2,1405
tt0095730,6.1,4149
tt0095731,3.2,147
tt0095736,5.5,3321
tt0095738,2.6,828
tt0095740,5.4,3590
tt0095742,5.6,67936
tt0095745,2.7,394
tt0095752,5.3,119
tt0095756,4.9,3008
tt0095758,6.4,120
tt0095759,5.8,377
tt0095763,6.1,20
tt0095764,7.1,335
tt0095765,8.5,317135
tt0095774,6.2,3804
tt0095776,6.6,57030
tt0095778,6.6,609
tt0095786,7.0,390
tt0095788,7.5,130
tt0095793,6.1,111
tt0095794,5.5,77
tt0095800,7.7,20391
tt0095801,7.4,16534
tt0095803,5.4,1890
tt0095806,6.9,272
tt0095808,6.9,163
tt0095812,4.4,1618
tt0095814,5.2,195
tt0095821,3.5,126
tt0095822,6.3,167
tt0095823,6.0,251
tt0095825,4.7,901
tt0095827,6.7,1653
tt0095832,5.9,728
tt0095834,4.9,434
tt0095835,6.2,367
tt0095836,6.3,2783
tt0095839,6.7,353
tt0095840,4.7,106
tt0095843,6.4,121
tt0095845,6.6,187
tt0095848,6.8,146
tt0095849,6.0,26
tt0095851,4.2,199
tt0095853,6.4,2477
tt0095856,5.4,36
tt0095857,7.3,368
tt0095861,6.3,142
tt0095863,6.4,18076
tt0095864,6.1,246
tt0095865,5.9,317
tt0095866,6.4,532
tt0095867,4.5,2028
tt0095870,5.8,12
tt0095871,6.5,5918
tt0095872,7.8,325
tt0095875,6.2,1188
tt0095876,7.6,49
tt0095877,5.3,2444
tt0095878,4.6,1461
tt0095880,7.2,908
tt0095881,6.0,414
tt0095882,4.6,40693
tt0095889,4.7,22450
tt0095894,4.8,728
tt0095895,7.2,9377
tt0095897,6.0,21250
tt0095898,4.6,84
tt0095900,4.1,1092
tt0095903,5.6,1564
tt0095904,5.8,5226
tt0095905,5.5,130
tt0095906,5.5,97
tt0095915,6.0,109
tt0095916,5.7,1660
tt0095920,4.6,297
tt0095922,4.4,1699
tt0095924,5.5,3272
tt0095925,6.2,31298
tt0095927,5.9,9823
tt0095929,3.9,421
tt0095930,4.6,1292
tt0095936,7.4,11865
tt0095937,7.3,642
tt0095938,6.2,53
tt0095939,5.8,134
tt0095940,6.4,287
tt0095942,4.5,1236
tt0095943,7.0,1332
tt0095951,6.2,446
tt0095952,4.7,639
tt0095953,8.0,585069
tt0095955,4.6,309
tt0095956,5.8,149432
tt0095958,6.1,3101
tt0095961,5.9,373
tt0095963,6.1,81362
tt0095971,5.4,837
tt0095975,6.2,3530
tt0095977,4.8,2311
tt0095978,3.9,433
tt0095979,7.5,163
tt0095981,5.6,1470
tt0095984,5.9,1399
tt0095985,4.9,1108
tt0095989,5.3,8200
tt0095990,5.7,23394
tt0095993,6.6,2978
tt0095994,5.9,10
tt0095995,5.1,86
tt0095997,5.5,128
tt0095999,6.4,225
tt0096000,4.4,1621
tt0096003,6.5,2353
tt0096004,5.7,26
tt0096006,6.4,237
tt0096018,7.6,19968
tt0096022,6.2,5924
tt0096028,7.9,11118
tt0096029,6.4,2216
tt0096030,4.9,1389
tt0096031,5.4,49
tt0096032,6.3,107
tt0096034,5.2,455
tt0096036,7.2,149
tt0096037,5.0,4107
tt0096039,3.1,769
tt0096043,5.6,15
tt0096046,5.3,6259
tt0096049,4.9,86
tt0096054,6.1,8724
tt0096056,5.4,957
tt0096060,3.6,388
tt0096061,6.9,128908
tt0096067,6.5,63
tt0096071,6.4,29711
tt0096072,4.7,352
tt0096073,5.8,17072
tt0096074,5.1,37
tt0096077,5.2,137
tt0096078,5.6,166
tt0096082,4.5,261
tt0096084,4.0,290
tt0096087,6.0,4437
tt0096090,5.3,24
tt0096092,7.1,830
tt0096094,6.0,14989
tt0096098,6.8,16154
tt0096101,5.8,28290
tt0096102,5.8,49
tt0096103,6.4,152
tt0096109,4.8,348
tt0096112,7.1,44
tt0096114,3.7,881
tt0096115,6.1,119
tt0096116,6.8,396
tt0096117,4.5,1744
tt0096118,5.5,14989
tt0096119,5.0,10542
tt0096120,4.1,209
tt0096121,7.2,230
tt0096124,6.5,11
tt0096125,4.1,944
tt0096130,5.4,133
tt0096131,5.9,321
tt0096137,5.9,22
tt0096139,4.2,159
tt0096141,6.3,367
tt0096142,4.9,5681
tt0096144,5.3,810
tt0096146,6.4,140
tt0096148,7.1,103
tt0096149,2.1,7648
tt0096152,5.9,3422
tt0096153,4.8,1350
tt0096156,6.0,508
tt0096161,5.3,1273
tt0096163,7.6,55083
tt0096166,4.8,1112
tt0096167,7.0,123
tt0096170,6.4,878
tt0096171,6.6,5445
tt0096173,6.4,29
tt0096176,4.7,541
tt0096180,6.2,4906
tt0096183,4.7,307
tt0096184,5.9,3167
tt0096186,3.6,154
tt0096189,7.2,1400
tt0096190,4.7,830
tt0096193,5.7,5054
